site,edition,classification,category_type,category,short_definition,detail_note,verification_status,source_pdf_page,source_section
Ocular Adnexal Lymphoma,AJCC8,any,G,G2,Between 5 and 15 centroblasts per 10 HPF,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,227,B00925
Ocular Adnexal Lymphoma,AJCC8,any,G,G3,More than 15 centroblasts per 10 HPF but with admixed centrocytes,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,227,B00925
Ocular Adnexal Lymphoma,AJCC8,any,G,G4,More than 15 centroblasts per 10 HPF but without centrocytes,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,227,B00925
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,any,T,TX,Primary tumor cannot be assessed,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,234,B00935
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,any,T,T0,No evidence of primary tumor,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,234,B00935
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,any,T,T1,Tumor <=2 cm in greatest dimension limited to the thyroid,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,234,B00935
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,any,T,T1a,Tumor <=1 cm in greatest dimension limited to the thyroid,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,234,B00935
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,any,T,T1b,Tumor >1 cm but <=2 cm in greatest dimension limited to the thyroid,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,234,B00935
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,any,T,T2,Tumor >2 cm but <=4 cm in greatest dimension limited to the thyroid,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,234,B00935
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,any,T,T3,"Tumor >4 cm limited to the thyroid, or gross extrathyroidal extension invading only strap muscles",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,234,B00935
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,any,T,T3a,Tumor >4 cm limited to the thyroid,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,234,B00935
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,any,T,T3b,"Gross extrathyroidal extension invading only strap muscles (sternohyoid, sternothyroid, thyrohyoid, or omohyoid muscles) from a tumor of any size",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,234,B00935
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,any,T,T4,Includes gross extrathyroidal extension beyond the strap muscles,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,234,B00935
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,any,T,T4a,"Gross extrathyroidal extension invading subcutaneous soft tissues, larynx, trachea, esophagus, or recurrent laryngeal nerve from a tumor of any size",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,234,B00935
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,any,T,T4b,Gross extrathyroidal extension invading prevertebral fascia or encasing the carotid artery or mediastinal vessels from a tumor of any size Note: All categories may be subdivided: (s) solitary tumor and (m) multifocal tumor (the largest tumor determines the classification).,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,234,B00935
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,any,N,NX,Regional lymph nodes cannot be assessed,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,234,B00936
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,any,N,N0,No evidence of locoregional lymph node metastasis N0a One or more cytologically or histologically confirmed benign lymph nodes N0b No radiologic or clinical evidence of locoregional lymph node metastasis,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,234,B00936
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,any,N,N1,Metastasis to regional nodes,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,234,B00936
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,any,N,N1a,"Metastasis to level VI or VII (pretracheal, paratracheal, or prelaryngeal/Delphian, or upper mediastinal) lymph nodes. This can be unilateral or bilateral disease.",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,234,B00936
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,any,N,N1b,"Metastasis to unilateral, bilateral, or contralateral lateral neck lymph nodes (levels I, II, III, IV, or V) or retropharyngeal lymph nodes 73 Thyroid - Differentiated and Anaplastic Carcinoma",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,234,B00936
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,any,M,M0,No distant metastasis,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,235,B00937
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,any,M,M1,Distant metastasis,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,235,B00937
Thyroid - Medullary,AJCC8,any,T,TX,Primary tumor cannot be assessed,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,239,B00942
Thyroid - Medullary,AJCC8,any,T,T0,No evidence of primary tumor,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,239,B00942
Thyroid - Medullary,AJCC8,any,T,T1,Tumor <=2 cm in greatest dimension limited to the thyroid,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,239,B00942
Thyroid - Medullary,AJCC8,any,T,T1a,Tumor <=1 cm in greatest dimension limited to the thyroid,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,239,B00942
Thyroid - Medullary,AJCC8,any,T,T1b,Tumor >1 cm but <=2 cm in greatest dimension limited to the thyroid,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,239,B00942
Thyroid - Medullary,AJCC8,any,T,T2,Tumor >2 cm but <=4 cm in greatest dimension limited to the thyroid,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,239,B00942
Thyroid - Medullary,AJCC8,any,T,T3,Tumor >4 cm or with extrathyroidal extension,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,239,B00942
Thyroid - Medullary,AJCC8,any,T,T3a,Tumor >4 cm in greatest dimension limited to the thyroid,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,239,B00942
Thyroid - Medullary,AJCC8,any,T,T3b,"Tumor of any size with gross extrathyroidal extension invading only strap muscles (sternohyoid, sternothyroid, thyrohyoid or omohyoid muscles)",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,239,B00942
Thyroid - Medullary,AJCC8,any,T,T4,Advanced disease,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,239,B00942
Thyroid - Medullary,AJCC8,any,T,T4a,"Moderately advanced disease; tumor of any size with gross extrathyroidal extension into the nearby tissues of the neck, including subcutaneous soft tissue, larynx, trachea, esophagus, or recurrent laryngeal nerve",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,239,B00942
Thyroid - Medullary,AJCC8,any,T,T4b,"Very advanced disease; tumor of any size with extension toward the spine or into nearby large blood vessels, gross extrathyroidal extension invading the prevertebral fascia, or encasing the carotid artery or mediastinal vessels",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,239,B00942
Thyroid - Medullary,AJCC8,any,N,NX,Regional lymph nodes cannot be assessed,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,239,B00943
Thyroid - Medullary,AJCC8,any,N,N0,No evidence of locoregional lymph node metastasis N0a One or more cytologically or histologically confirmed benign lymph nodes N0b No radiologic or clinical evidence of locoregional lymph node metastasis,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,239,B00943
Thyroid - Medullary,AJCC8,any,N,N1,Metastasis to regional nodes,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,239,B00943
Thyroid - Medullary,AJCC8,any,N,N1a,"Metastasis to level VI or VII (pretracheal, paratracheal, or prelaryngeal/Delphian, or upper mediastinal) lymph nodes. This can be unilateral or bilateral disease.",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,239,B00943
Thyroid - Medullary,AJCC8,any,N,N1b,"Metastasis to unilateral, bilateral, or contralateral lateral neck lymph nodes levels I, II, III, IV, or V) or retropharyngeal lymph nodes",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,239,B00943
Thyroid - Medullary,AJCC8,any,M,M0,No distant metastasis,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,239,B00944
Thyroid - Medullary,AJCC8,any,M,M1,Distant metastasis,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,239,B00944
Primary Cutaneous Lymphomas,AJCC8,any,N,NX,Clinically abnormal peripheral lymph nodes; no histologic confirmation,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,252,B00955
Primary Cutaneous Lymphomas,AJCC8,any,N,N0,No clinically abnormal peripheral lymph nodes*; biopsy not required,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,252,B00955
Primary Cutaneous Lymphomas,AJCC8,any,N,N1,Clinically abnormal peripheral lymph nodes; histopathology Dutch grade 1 or National Cancer Institute (NCI) LN0-2,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,252,B00955
